nazwisko,liczba
KUSIA,54
KUZIEMKO,54
KŐNIG,54
LAMBRECHT,54
LANCMAN,54
LARISZ,54
LAURENTOWSKI,54
LEBIOCKI,54
LEMIESZKO,54
LENCEWICZ,54
LEP,54
LEPEL,54
LIBOSKA,54
LIPCZYK,54
LYTOVCHENKO,54
MACHACZEK,54
MADAJSKI,54
MAGOMADOV,54
MAJSAKOWSKI,54
MAKSIŃSKI,54
MALAREWICZ,54
MARASZ,54
MART,54
MARTYSZ,54
MASTYGA,54
MATURLAK,54
MATWIEJSZYN,54
MATYSZKIEL,54
MATŁA,54
MAŁASZYCKI,54
MEJGER,54
MIKLUSZKA,54
MILACHOWSKI,54
MIRCZEWSKI,54
MIĘCZAKOWSKI,54
MOJKA,54
MOJZA,54
MONIETA,54
MOROS,54
MOROZOWSKI,54
MORUŃ,54
MOSER,54
MOTOSZKO,54
MOŁOCZNIK,54
MROCHEM,54
MYŚLIBORSKI,54
MĄKOLSKI,54
MĄTWICKI,54
NADAJCZYK,54
NADSKAKULSKI,54
NADYBSKI,54
NASZKOWSKI,54
NAUMIEC,54
NAZARSKI,54
NEUFELD,54
NIEBOROWSKI,54
NIECZYPOROWSKI,54
NIEDOMAGAŁA,54
NIEMIROWICZ,54
NIENADOWSKI,54
NIEORA,54
NOWOJSKI,54
OCHOWICZ,54
OLANIN,54
OLIWNIAK,54
OLSZEWIK,54
OPANOWICZ,54
ORNAF,54
OSMOLIŃSKI,54
OŻGO,54
PACHELA,54
PACHUŁA,54
PACYNKO,54
PALUBICKI,54
PANCZYKOWSKI,54
PARAFINOWICZ,54
PAROWICZ,54
PASTUREK,54
PECHCIN,54
PELED,54
PELEKH,54
PENDEL,54
PICHŁACZ,54
PIECZĄTKA,54
PIEKUNKO,54
PIETRYCHA,54
PINKOS,54
PITRY,54
PIĘK,54
POBEREZHNYI,54
PODREZ,54
POGŁÓD,54
POSEŁEK,54
POZNALSKI,54
POZNIAK,54
PRASZCZAŁEK,54
PREJSNAR,54
PROTAZIUK,54
PRZECHODZKI,54
PRZYWARCZAK,54
PRÓCHNO,54
PRĘCIUK,54
PSZCZEL,54
PUL,54
PYZIKIEWICZ,54
PÓDA,54
PĘDRAS,54
RADOWICZ,54
RADTKA,54
RAKOCKI,54
RAWLIK,54
RAZMUS,54
RAŻNIEWSKI,54
REBEJKO,54
REDDIG,54
REDŹKO,54
REIKOWSKI,54
REMESZ,54
REPEROWICZ,54
REZNIK,54
REŚ,54
RINGEL,54
ROSZKOWICZ,54
ROTARI,54
RUMINKIEWICZ,54
RUSTECKI,54
RUŚKOWSKI,54
RYBICA,54
RYDECKI,54
RZĘSISTA,54
SADULSKI,54
SANIAK,54
SAPELA,54
SAPIEŻYŃSKI,54
SARNOCIŃSKI,54
SEGETH,54
SEMPOWICZ,54
SENTKIEWICZ,54
SERAFICKI,54
SIATA,54
SIEGER,54
SIPIKA,54
SIURDA,54
SKARUPSKI,54
SKAŁACKI,54
SKONKA,54
SKUBERA,54
SMOLCZYK,54
SOBACKI,54
SOBIELA,54
SOBOSZEK,54
SOPEK,54
SPROSKI,54
SPUŁA,54
STANA,54
STANACH,54
STARZYKOWSKI,54
STASIÓW,54
STEMPOROWSKI,54
STYKAŁA,54
SURACKI,54
SUSICKI,54
SUSZYNA,54
SUZUKI,54
SWĘDA,54
SYBIDŁO,54
SYMULA,54
SZAJDZIŃSKI,54
SZAJNOGA,54
SZARZAŁA,54
SZEFS,54
SZKLARKOWSKI,54
SZMAJDKA,54
SZMUKAŁA,54
SZMYGLEWSKI,54
SZORTYKA,54
SZTANKA,54
SZYGA,54
SZYKUT,54
SZYNKLARZ,54
SĄDECKI,54
SĘDYKA,54
SŁABASZEWSKI,54
TAMAKA,54
TAMOWICZ,54
TATAROWSKI,54
TATURA,54
TENCZYŃSKI,54
TETELEWSKI,54
THIELE,54
TIMOSZYK,54
TOMCZYKIEWICZ,54
TOMELLA,54
TORÓJ,54
TRACZYKIEWICZ,54
TRENTKIEWICZ,54
TRUN,54
TRUSKAWA,54
TRYNKOS,54
TUNICKI,54
TYNEK,54
UKRAINETS,54
UNGEHEUER,54
USIDUS,54
UZARCZYK,54
UŚCIO,54
VITIUK,54
WACHT,54
WAISS,54
WALTAR,54
WARESIAK,54
WARĘDA,54
WAWRZOSEK,54
WAŁOSZEK,54
WERACHOWSKI,54
WESECKI,54
WEWIÓRSKI,54
WICZOŁEK,54
WIDALSKI,54
WIEREMCZUK,54
WILIMBERG,54
WILKOSZYŃSKI,54
WINER,54
WIŃKOWSKI,54
WNUK LIPINSKI,54
WODZIKOWSKI,54
WOJCIULEWICZ,54
WOJOWSKI,54
WOJTKOWICZ,54
WORONICZ,54
WOWAK,54
WOŁONCEWICZ,54
WOŁĄKIEWICZ,54
WOŁĄSEWICZ,54
WYLENŻEK,54
WĄSALSKI,54
WŁÓDARCZAK,54
YUDIN,54
ZAGANIACZ,54
ZASIECZNY,54
ZAWADEWICZ,54
ZAWIRSKI,54
ZBROWSKI,54
ZIENTKIEWICZ,54
ZIMNAWODA,54
ZWIERZYNA,54
ŁACISZ,54
ŁAJS,54
ŁOPATEK,54
ŁOTYS,54
ŁOWIECKI,54
ŁUDZEŃ,54
ŁUKASZKIEWICZ,54
ŁUSZCZKIEWICZ,54
ŚCIUPIDER,54
ŚWIDOWSKI,54
ŚWIERGOŃ,54
ŚWIRYDZIUK,54
ŚWIĄTEK BRZEZIŃSKI,54
ŹRÓDŁO,54
ŻABOLICKI,54
ŻMUJDZIN,54
ŻURADA,54
AJDYS,53
AKSONOV,53
ALEKSANDROW,53
ALEXANDER,53
AMBROCH,53
BALBIERZ,53
BARBURSKI,53
BARTYCHA,53
BARZYŃSKI,53
BASTY,53
BATAROWICZ,53
BAZYLCZYK,53
BAŃDA,53
BEKSIŃSKI,53
BERENDA,53
BERNACH,53
BIAŁKIEWICZ,53
BIELOWSKI,53
BIELUŃ,53
BIRUS,53
BLASZKIEWICZ,53
BLIGE,53
BOBOROWSKI,53
BORYGA,53
BOZIŃSKI,53
BOŁTOWICZ,53
BOŁZAN,53
BRANC,53
BRANCZEWSKI,53
BRAUZA,53
BROSS,53
BRZUŚNIAN,53
BRZYWCZY,53
BUCHYNSKYI,53
BULWA,53
BUSK,53
BYSTRZAK,53
BĄCZAR,53
CAK,53
CHARUSTA,53
CHAŁADA,53
CHORĄZKI,53
CHUB,53
CHŁODZIŃSKI,53
CIEMIENGA,53
CIEŃCIAŁA,53
CIODYK,53
CIŚLIK,53
CUKRAS,53
CYNDECKI,53
CYRULSKI,53
CZAJER,53
CZARNATA,53
CZOŁOMIEJ,53
CZUSZ,53
DACYK,53
DAMBOŃ,53
DEKARSKI,53
DEPCIK,53
DERBA,53
DODOT,53
DOMJAN,53
DOMŻOŁ,53
DRAJEM,53
DRUKARCZYK,53
DUBIECKI,53
DUBROWNIK,53
DUCZMAN,53
DUDENKO,53
DULL,53
DUNDER,53
DUSZEWSKI,53
DYCZYŃSKI,53
DYLLONG,53
DYPA,53
DZBANUSZEK,53
DZIEKOŃ,53
DZIEWAŃSKI,53
DZIEWICZKIEWICZ,53
DZIKOŃSKI,53
DZIOCHA,53
DZIONK,53
DZIUROK,53
DZIĄBKOWSKI,53
ENDLER,53
FALISZ,53
FAN,53
FARBISZEWSKI,53
FEDCZYSZYN,53
FEDKÓW,53
FIECH,53
FILICIAK,53
FILUBA,53
FIMIAK,53
FLIEGNER,53
FLORKA,53
FOLĘGA,53
FORYTA,53
FRELA,53
FRIEDE,53
FRITZA,53
FURDAK,53
FURSA,53
FUTRZYŃSKI,53
FĄKA,53
GABIEC,53
GABRYLISZYN,53
GAMUS,53
GANCZARCZYK,53
GANIEK,53
GARBELA,53
GARNIEWSKI,53
GAWRIOŁEK,53
GEMBALSKI,53
GEMBAŁA,53
GEWERT,53
GIEGIEL,53
GIEREŁO,53
GIEROK,53
GIERŁACHOWSKI,53
GIESZCZYŃSKI,53
GIMZICKI,53
GINCEL,53
GIWERSKI,53
GODOJ,53
GOGUŁA,53
GOIKE,53
GOLDSZTAJN,53
GORLEWICZ,53
GORLOWSKI,53
GORZYM,53
GOWORKO,53
GRENDUS,53
GRINHOLC,53
GRUBY,53
GRUDNIEWICZ,53
GRUNTOWSKI,53
GRUSS,53
GRYCZUK,53
GUCZE,53
GUDZIK,53
GULEWSKI,53
GUTFRAŃSKI,53
GZULA,53
GÓRAJSKI,53
GÓRNIOCZEK,53
GÓRTOWSKI,53
HABINA,53
HAMZA,53
HANIACZYK,53
HAUPTMAN,53
HERESZTYN,53
HILGER,53
HOFER,53
HOFFER,53
HORECZY,53
HOROŻANIECKI,53
HOŁDAK,53
HOŁODOWSKI,53
HOŁOŚ,53
HRABOVSKYI,53
HURMAN,53
HUSZNO,53
IGLICKI,53
ILUKOWICZ,53
JADWISIEŃCZAK,53
JAKOSZ,53
JARKULISZ,53
JAZOWY,53
JEDNAKI,53
JENEROWICZ,53
KACALAK,53
KAJTOCH,53
KALIGA,53
KALIWODA,53
KANCELISTA,53
KARUT,53
KAŁAMAGA,53
KEKLAK,53
KHAREL,53
KICH,53
KIERYŁ,53
KIMBOROWICZ,53
KISZKURNO,53
KLAROWSKI,53
KLIJEWSKI,53
KLUCK,53
KLÓJ,53
KNAPIUK,53
KOCZUBA,53
KOCZUŁA,53
KOKOSZANEK,53
KOLMAS,53
KOPCIAK,53
KORNAKIEWICZ,53
KOSTANTY,53
KOSTETSKYI,53
KOSTYŃSKI,53
KOSZOREK,53
KOSZULIŃSKI,53
KOZIMIŃSKI,53
KOZLOWSKI,53
KOŁUDZKI,53
KRASNOBORSKI,53
KRASÓWKA,53
KRAĆ,53
KRECZ,53
KRELSKI,53
KRETSCHMANN,53
KROMOLIŃSKI,53
KROSZKA,53
KRUSZKOWSKI,53
KRYSZAJTYS,53
KRZYWORĄCZKA,53
KRZYŻKOWIAK,53
KRĄŻ,53
KUBINKA,53
KUBON,53
KUKLOK,53
KULANICA,53
KUMANOWICZ,53
KURCZUK,53
KUROSAD,53
KURPASKA,53
KURUS,53
KURZĘCKI,53
KUSHNIRUK,53
KUZIÓW,53
KUŁYK,53
KUŻBIEL,53
KWILMAN,53
KĄKLEWSKI,53
LABE,53
LABISZAK,53
LAK,53
LAM,53
LANGO,53
LANZER,53
LATUSZKIEWICZ,53
LECKO,53
LEGWANT,53
LEJZA,53
LENIARTEK,53
LIKOWSKI,53
LISECKI,53
LISZCZYK,53
LOBANOV,53
LOLL,53
LORCZAK,53
LUBACHA,53
LUBERT,53
LUBNER,53
LUKASHCHUK,53
LUKIANOV,53
LUS,53
LYSY,53
MACEGONIUK,53
MACIASZKIEWICZ,53
MACNAR,53
MADZIARSKI,53
MAGER,53
MAKUS,53
MALIG,53
MANDRA,53
MARESZ,53
MARMUR,53
MASELI,53
MASIUL,53
MATERAK,53
MATULEWSKI,53
MATŁOCH,53
MAŁSZYCKI,53
MAŚLANA,53
MEDAJ,53
MEYKA,53
MILCAREK,53
MILEK,53
MIODUNKA,53
MITASZKA,53
MOCNIAK,53
MODRANKA,53
MOIK,53
MOJZYCH,53
MORAŚ,53
MOSSUR,53
MOSZNY,53
MOTWICKI,53
MURZICZ,53
MUSZCZYŃSKI,53
MYJA,53
MĄCZKOWIAK,53
MĄDZIEL,53
NAJDZIONEK,53
NERYNG,53
NIEMCZYNOWSKI,53
NIEMIR,53
NIEWINNY,53
NIKIELSKI,53
NIKODYM,53
NORBERCZYK,53
NORYS,53
OBERMAN,53
ODEJ,53
OKRUTNIK,53
OLEARCZUK,53
OLEKSOWICZ,53
OPATRZYK,53
ORDAKOWSKI,53
OSMYK,53
OSTRZYNIEWSKI,53
PABIJANEK,53
PACHUTKO,53
PADAŁA,53
PARALUSZ,53
PARSZCZYŃSKI,53
PARYŁO,53
PASIERBIAK,53
PAULI,53
PEPAŚ,53
PETLIŃSKI,53
PIECHALAK,53
PIECZYSKI,53
PIEKIEŁEK,53
PIEROWSKI,53
PIETRALSKI,53
PIEŃKUS,53
PLĄSKA,53
POBIKROWSKI,53
PODKOWICZ,53
PODUCH,53
PODŁUCKI,53
POKRYSZKA,53
POMES,53
PONIKIEWICZ,53
POSOR,53
POSTĘPSKI,53
POTAKIEWICZ,53
POTARGOWICZ,53
POTRATZ,53
POTUCZKO,53
POWIDZKI,53
PROTSIUK,53
PRUSZKIEWICZ,53
PRYTKO,53
PRYWER,53
PRZELASKOWSKI,53
PRZEPOLSKI,53
PRZETAKOWSKI,53
PRZEWDZING,53
PRZYBYLOK,53
PRZYBYŁKOWICZ,53
PRZYDALSKI,53
PRZYWUSKI,53
PUCHACZEWSKI,53
PULTYN,53
PUSHKAR,53
PUTERKO,53
PŁAŻALSKI,53
QIU,53
RACZ,53
RADACKI,53
RADACZ,53
RECHCIŃSKI,53
REDOS,53
REGEŃCZUK,53
REJF,53
ROGUSZNY,53
ROLICZ,53
ROSOŁOWICZ,53
ROZENBAUM,53
RUBYS,53
RUCZEWSKI,53
RUST,53
RYBALKA,53
RYDER,53
RYWAK,53
RÓZIK,53
SACHARZ,53
SACHNIK,53
SAHAKYAN,53
SALKOWSKI,53
SAMSELSKI,53
SCHEWE,53
SEN,53
SENDYKA,53
SERBINOWSKI,53
SHLAPAK,53
SIEMBORSKI,53
SKALANY,53
SKORB,53
SKORUPINSKI,53
SMOLICKI,53
SOBCHUK,53
SOMERFELD,53
SONSALA,53
SOŁECKI,53
STACHYRAK,53
STACKIEWICZ,53
STANISZCZAK,53
STANKA,53
STANOK,53
STEINDOR,53
STEINHOF,53
STEINMETZ,53
STOCZEK,53
STOCZKO,53
STRAMECKI,53
STRENG,53
STROJK,53
STRZELSKI,53
STRZOP,53
STYLOK,53
SUCHOSTAWSKI,53
SULĘCKI,53
SWARLIK,53
SYK,53
SYMON,53
SYROTIUK,53
SZABOWSKI,53
SZAJBEL,53
SZAMLEWSKI,53
SZAWUŁA,53
SZCZODRUCH,53
SZEFFER,53
SZMAGLINSKI,53
SZMYGIEL,53
SZNEK,53
SZNERCH,53
SZNURAWA,53
SZPIEGOWSKI,53
SZPILER,53
SZRAJNER,53
SZTANDO,53
SZUDARSKI,53
SZURYN,53
SZYMYŚLIK,53
SŁAWCZYK,53
TAMOŃ,53
TEODORCZAK,53
TESLENKO,53
TESLIUK,53
TREMBICKI,53
TRIEBS,53
TROCZKA,53
TUJAK,53
TURCZYNOWSKI,53
TUZIŃSKI,53
TYWANEK,53
UCHWAŁ,53
ULMA,53
UMAROV,53
UNDAS,53
URYZAJ,53
VASILEUSKI,53
WACHULSKI,53
WALENIAK,53
WALESA,53
WARELUK,53
WARNO,53
WATSON,53
WAWRECZKO,53
WERPULEWSKI,53
WERĘGOWSKI,53
WIC,53
WIDA,53
WIDLICKI,53
WIENCHOL,53
WIENCIS,53
WIERSZEWSKI,53
WIETRZAK,53
WIKARIAK,53
WITAMBORSKI,53
WOLENDER,53
WONIAKOWSKI,53
WOROBIJ,53
WOZNIAK,53
WRZYCIEL,53
WYGACHIEWICZ,53
WŁADYCZAK,53
YEFIMOV,53
ZACHMYC,53
ZACIURA,53
ZAJLER,53
ZAJONZ,53
ZANIECKI,53
ZEDLEWSKI,53
ZEL,53
ZGUDZIAK,53
ZHDANOV,53
ZWONIK,53
ĆWIEKA,53
ŁABENDOWICZ,53
ŁABIK,53
ŁANOWSKI,53
ŁASOWSKI,53
ŁESAK,53
ŁYTEK,53
ŁĄCZYK,53
ŁĘKARSKI,53
ŚCIESIEK,53
ŚCIGAJŁO,53
ŚCIOCH,53
ŚLEBZAK,53
ŚWIEKATOWSKI,53
ŚWIERGOLIK,53
ŞAHIN,53
ŻELECH,53
ŻUKLIŃSKI,53
ADAMECKI,52
ADAMKOWICZ,52
ALFAWICKI,52
AMROZIŃSKI,52
ANDRUSEWICZ,52
ANGER,52
ANOLIK,52
ANTUSZEWICZ,52
ARTMAN,52
BAJDAS,52
BALOWSKI,52
BALUN,52
BANDELAK,52
BANDOS,52
BANDYRA,52
BANIEL,52
BARDECKI,52
BARSZNICA,52
BARTOLEWSKI,52
BARTŁOMIEJCZUK,52
BARTŁOSZEWSKI,52
BASZCZUK,52
BECHERKA,52
BERAK,52
BEZDZIETNY,52
BEZKOROVAINYI,52
BEŁZO,52
BIELAKIEWICZ,52
BILOKON,52
BINCZAK,52
BINISZKIEWICZ,52
BIWAN,52
BIZUGA,52
BOCHEŃCZAK,52
BODZIANOWSKI,52
BODZĘTA,52
BOGOŃSKI,52
BOHATYREWICZ,52
BOJDZIŃSKI,52
BOLCEK,52
BONIA,52
BORKA,52
BORODO,52
BRNIAK,52
BROKA,52
BRONŚ,52
BRUZIK,52
BRZECZEK,52
BRZÓSTOWICZ,52
BUDZIEJEWSKI,52
BUHAI,52
BUHAIOV,52
BURATYŃSKI,52
BURZACKI,52
BUSA,52
BUTKO,52
BYRSZEL,52
BYSTRON,52
BĘDLIN,52
BŁACHNIA,52
BŁASIKIEWICZ,52
CAMARA,52
CECELAK,52
CELEDA,52
CESZKE,52
CEZAK,52
CHABIELSKI,52
CHAREŃSKI,52
CHARŁAMPOWICZ,52
CHIŻYŃSKI,52
CHWILA,52
CIECIORKO,52
CIEŚLACHOWSKI,52
COOPER,52
CUDYK,52
CYKOWIAK,52
CYMERKIEWICZ,52
CYPCARZ,52
CYRKLEWICZ,52
CZABAJSKI,52
CZEKIEL,52
CZERWIAKOWSKI,52
CZOGALLA,52
CZOPP,52
CZUŁA,52
DADZIBÓG,52
DAHL,52
DAMCZYK,52
DAROSZ,52
DECZYŃSKI,52
DIAKIV,52
DMITROWICZ,52
DOJLIDO,52
DORMAN,52
DREMO,52
DRYŃSKI,52
DRZYMOTA,52
DUBIELCZYK,52
DUCHALSKI,52
DUDŁAK,52
DUNIECKI,52
DURTAN,52
DUZINKIEWICZ,52
DYBEL,52
DYKSIŃSKI,52
DZIAMECKI,52
DZIECIASZEK,52
DZIEDZIA,52
DZIWIK,52
DŁAWICHOWSKI,52
DŹWIG,52
EDWARDS,52
EKIEL,52
ERET,52
ETRYK,52
FALCZYŃSKI,52
FAUST,52
FEDERAK,52
FEDOROVYCH,52
FESNAK,52
FESZAK,52
FIDYKA,52
FILIST,52
FINGER,52
FLASZCZYŃSKI,52
FLIZIKOWSKI,52
FOCH,52
FOLEJEWSKI,52
FOSTACZ,52
FRELAS,52
FRONCZ,52
FUCZYŁO,52
FUDECKI,52
FURDYKOŃ,52
GADALSKI,52
GAGAJEK,52
GALECKI,52
GALICZ,52
GARECKI,52
GASCH,52
GASIECKI,52
GAWRYOŁEK,52
GEJO,52
GERLAK,52
GIENTKA,52
GINSZT,52
GOCEŁ,52
GOCOŁ,52
GOLOR,52
GRAMCZEWSKI,52
GREFLING,52
GRUCELSKI,52
GRYNDA,52
GRZEŚNIAK,52
GRZMIEL,52
GRZYMOWICZ,52
GRZĄŚ,52
GRĄCIKOWSKI,52
GRĘŹLIK,52
GULAJEW,52
GURAL,52
GURYNOWICZ,52
GUSAK,52
GUZIEWSKI,52
GWIZDA,52
GÓROWICZ,52
GĘŚLICKI,52
HAJDAŚ,52
HAJDUL,52
HAJZYK,52
HALAGIERA,52
HALAŚ,52
HAMAN,52
HANCEWICZ,52
HAŁAJCZAK,52
HELBIG,52
HOLEWIŃSKI,52
HONKOWICZ,52
HOPKOWICZ,52
HUNDER,52
HURAL,52
HURYSZ,52
HYRNIK,52
ISAEV,52
JACHNIAK,52
JAJOR,52
JAKLIŃSKI,52
JANCZYN,52
JANISIO,52
JARANTOWICZ,52
JARUSZOWIC,52
JARZECKI,52
JASZUL,52
JAWÓR,52
JAŚKACZEK,52
JEDAMSKI,52
JENDRECKI,52
JEONG,52
JEŻYKOWSKI,52
JOHNA,52
JOSEK,52
JUNKO,52
JURGIELANIEC,52
JURYŚ,52
JĘDRYSZKA,52
KACER,52
KAJDANOWICZ,52
KALINIEWICZ,52
KANCIK,52
KANDZIOR,52
KANONIK,52
KAPLYTA,52
KARKUSZEWSKI,52
KASZLUGA,52
KEMP,52
KHYZHNIAK,52
KIEŁDANOWICZ,52
KIRCZUK,52
KIRYLCZUK,52
KLECZEK,52
KLEMKE,52
KLOCHKO,52
KLOSKE,52
KLYMIUK,52
KNAUER,52
KNOPKIEWICZ,52
KNOSKI,52
KOCEŁAK,52
KOLASINSKI,52
KOLIMAGA,52
KOLODZIEJ,52
KOMOLKA,52
KONATKOWSKI,52
KONDYJOWSKI,52
KONIEWSKI,52
KOTUL,52
KOVALEVSKYI,52
KOZAKOW,52
KOZANOWSKI,52
KOZDÓJ,52
KOZIJ,52
KOŃCZYŁO,52
KRUCZYKOWSKI,52
KRYCHNIAK,52
KRZYWAŻNIA,52
KRZYWINA,52
KSIUK,52
KULPAN,52
KURASZEWSKI,52
KURCZOBA,52
KURDAS,52
KYRYLENKO,52
LABICKI,52
LENGIER,52
LESZYŃSKI,52
LIGUZIŃSKI,52
LINDENAU,52
LINDSTEDT,52
LING,52
LIZIS,52
LOEWE,52
LUBERACKI,52
MAAS,52
MACHERSKI,52
MADEŃSKI,52
MAISTRENKO,52
MAIWALD,52
MAJAS,52
MAKIJEWSKI,52
MALICHA,52
MANIEK,52
MARACHOWSKI,52
MAROSIK,52
MARTOFEL,52
MASAJŁO,52
MASZUDZIŃSKI,52
MATHIA,52
MATLAKIEWICZ,52
MATLINGIEWICZ,52
MATYLEWICZ,52
MAŁACH,52
MECA,52
MECHA,52
MEHMED,52
MERMELA,52
MIAZ,52
MICHAŁKO,52
MICHOROWSKI,52
MIEDZIEJEWSKI,52
MIERNICZAK,52
MIKŁOWSKI,52
MLOST,52
MOKICKI,52
MOŻDRZEŃ,52
MREŁA,52
MROCZYK,52
MROK,52
MROZIEWSKI,52
MROŻEWSKI,52
MULCZYK,52
MUNIOWSKI,52
MUTKA,52
MUTKE,52
MĄTOWSKI,52
NADSTOGA,52
NAJDUL,52
NANKO,52
NAPARŁO,52
NAPIÓRSKI,52
NASZKO,52
NAUMIAK,52
NAVROTSKYI,52
NIEMC,52
NIESZCZERZEWSKI,52
NIKŚCIN,52
NOWASZCZUK,52
NYRKA,52
OBRĄCZKA,52
OFIERZYŃSKI,52
OGÓR,52
OLAŚ,52
OLENIUK,52
OMELJANIUK,52
OPALEWSKI,52
ORGANISTKA,52
OTERSKI,52
OTTENBREIT,52
OWORUSZKO,52
OZDOWY,52
PAJZERT,52
PALUCHIEWICZ,52
PANOŃKO,52
PARYPA,52
PATRIAK,52
PAWUSIAK,52
PAWŁÓW,52
PETROVIĆ,52
PIECZUR,52
PIEKUTA,52
PITROWSKI,52
PIWOWARCZUK,52
PODKOWIK,52
PODWALSKI,52
POKRAKA,52
POLSAKIEWICZ,52
POMIECIŃSKI,52
PONCZYŃSKI,52
PONICHTER,52
PORAŃSKI,52
POULAKOWSKI,52
POŁOSA,52
POŁUDNIKIEWICZ,52
PRASOWSKI,52
PROCZ,52
PRYWATA,52
PRZEDWOLSKI,52
PRZEKAZIŃSKI,52
PRZEMUS,52
PRZYBYT,52
PSHENYCHNYI,52
PUJDAK,52
PUŻYŃSKI,52
PYSZORA,52
PYZDEK,52
PYŻALSKI,52
RACŁAW,52
RATECKI,52
RAUT,52
RECK,52
RECLAW,52
REETZ,52
REPKO,52
ROBERTS,52
ROBOTNIKOWSKI,52
RODRIGUEZ,52
ROJKIEWICZ,52
ROKOSZNY,52
ROMOWSKI,52
ROSENGART,52
ROSTWOROWSKI,52
ROZA,52
ROŚKOWICZ,52
RUDYŃSKI,52
RUSAJCZYK,52
RUŁKOWSKI,52
RYCZAJ,52
RYDAROWICZ,52
RYŻY,52
RÓŻANA,52
RÓŻANIECKI,52
RĘKA,52
SACHANOWSKI,52
SAMOLIŃSKI,52
SASIK,52
SCHABIŃSKI,52
SCHOEPE,52
SENECKI,52
SETNIEWSKI,52
SEWASTYNOWICZ,52
SEŃCZUK,52
SHAPIRA,52
SHERPA,52
SIEDLICH,52
SIERAGA,52
SIERZAN,52
SIWULSKI,52
SKALIJ,52
SKOCIŃSKI,52
SKOCZNY,52
SKOROSZEWSKI,52
SKOTNY,52
SKOŁOŻYŃSKI,52
SKROBECKI,52
SKRODZIUK,52
SKUKOWSKI,52
SMREK,52
SOCHANOWSKI,52
SOLIMAN,52
SOLUS,52
SOWISZ,52
SPICHA,52
SPICZAK-BRZEZIŃSKI,52
SPIECHA,52
SPILISZEWSKI,52
SPRUTA,52
STEGNERSKI,52
STOROZUM,52
STUPIEC,52
STYSZKO,52
SUDOMIERSKI,52
SURAL,52
SUROWIŃSKI,52
SWĘDRZYŃSKI,52
SYED,52
SYGDZIAK,52
SYGNET,52
SYRÓWKA,52
SZADOWSKI,52
SZAJOR,52
SZATURSKI,52
SZAWERNA,52
SZAŃCA,52
SZCZYTNIEWSKI,52
SZCZYTYŃSKI,52
SZLAGE,52
SZLAUDERBACH,52
SZMANDRA,52
SZMITKE,52
SZOEN,52
SZRENIAWSKI,52
SZTOGRYN,52
SZUBAŃSKI,52
SZUFA,52
SZUMNARSKI,52
SZURGACZ,52
SZWACZKIEWICZ,52
SZWALBE,52
SZYMULEWSKI,52
SZYNGWELSKI,52
SZÓSTKO,52
SĄSIADA,52
TADEWICZ,52
TARKIEWICZ,52
THOMANN,52
TLAK,52
TOMSA,52
TONKIEL,52
TORENC,52
TOŁODZIECKI,52
TRETIAKOV,52
TROJSZCZAK,52
TRUONG,52
TRYZNO,52
TRZAK,52
TUKALSKI,52
TUPKO,52
TWORK,52
TYSZUK,52
UJAS,52
ULASKI,52
ULAWSKI,52
ULLRICH,52
UMERLE,52
URBA,52
WAJEROWSKI,52
WAKULAK,52
WALERUS,52
WALTERSKI,52
WAN,52
WARADZYN,52
WAREJKO,52
WARULIK,52
WARYSZEWSKI,52
WAŁASZCZYK,52
WEIGT,52
WENDORFF,52
WEPSIĘĆ,52
WIAZOWSKI,52
WIDERYŃSKI,52
WIECHUŁA,52
WIEDEREK,52
WILANDT,52
WILKIN,52
WITASEK,52
WOLTYŃSKI,52
WOTKA,52
WOTZKA,52
WOŁOCHOWICZ,52
WYCZOŁEK,52
WÓJTOWIEC,52
WĄCIOR,52
WĄCŁAWSKI,52
WĘGRODZKI,52
XIE,52
YABLONSKYI,52
YATSIUK,52
ZADRĄG,52
ZAKONNIK,52
ZAKRZYŃSKI,52
ZAMĘTA,52
ZAWARTKO,52
ZDANIKOWSKI,52
ZIELAZIŃSKI,52
ZIENTKOWSKI,52
ZIMIRSKI,52
ZIĘCIOWSKI,52
ZUBENKO,52
ZŁOTOGÓRSKI,52
ZŁOŚNIK,52
ĆWIECZKOWSKI,52
ŁACHACKI,52
ŁACINNIK,52
ŁAGUTKO,52
ŁAZARUK,52
ŁOGOŻNY,52
ŁUBIEŃSKI,52
ŁUKOJKO,52
ŁUŚ,52
ŚLIWIOK,52
ŚNIEŻAWSKI,52
ŚWIERZAWSKI,52
ŻEBERKIEWICZ,52
ŻOŁDOWICZ,52
ŻYŁKIEWICZ,52
AWAD,51
BABICH,51
BALABAN,51
BARTMIŃSKI,51
BARTYNA,51
BARTŁOMOWICZ,51
BARUK,51
BASAŁYGA,51
BASZUN,51
BAŁDYKA,51
BECZKO,51
BEDNARKO,51
BELKE,51
BERIDZE,51
BERTA,51
BIAŁASZEK,51
BIAŁOWICZ,51
BIDLER,51
BIELACZEK,51
BINKUL,51
BIZUKOJĆ,51
BLIN,51
BLIŹNIEWSKI,51
BOBIEC,51
BOCHOMULSKI,51
BORODACZ,51
BOROWA,51
BORYSOWICZ,51
BOŁDOWSKI,51
BROJAKOWSKI,51
BROMER,51
BRONIK,51
BRUCHWALSKI,51
BRUDKA,51
BRUK,51
BRYŁOWSKI,51
BRZOSKIEWICZ,51
BUBLIK,51
BUCHAJCZUK,51
BUDZIKUR,51
